Product ID,TCGplayer Id,Product Line,Set Name,Product Name,Title,Number,Rarity,Condition,Printing,TCG Market Price,TCG Direct Low,TCG Low Price With Shipping,TCG Low Price,Total Quantity,Add to Quantity,TCG Marketplace Price,Photo URL
652832,8925897,Riftbound: League of Legends Trading Card Game,Origins,Adaptatron,,056/298,Uncommon,Near Mint,Normal,0.24,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/652832_in_200x200.jpg
652821,8925787,Riftbound: League of Legends Trading Card Game,Origins,Defy,,045/298,Common,Near Mint,Normal,2.35,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/652821_in_200x200.jpg
652962,8926877,Riftbound: League of Legends Trading Card Game,Origins,Ride The Wind,,173/298,Common,Near Mint,Normal,0.36,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/652962_in_200x200.jpg
652819,8925767,Riftbound: League of Legends Trading Card Game,Origins,Charm,,043/298,Common,Near Mint,Normal,0.65,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/652819_in_200x200.jpg
652958,8926837,Riftbound: League of Legends Trading Card Game,Origins,Gust,,169/298,Common,Near Mint,Normal,0.16,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/652958_in_200x200.jpg
652916,8926527,Riftbound: League of Legends Trading Card Game,Origins,First Mate,,132/298,Common,Near Mint,Normal,0.18,,,,,2,,https://tcgplayer-cdn.tcgplayer.com/product/652916_in_200x200.jpg
652817,8925752,Riftbound: League of Legends Trading Card Game,Origins,Calm Rune,,042/298,Common,Near Mint,Normal,0.13,,,,,2,,https://tcgplayer-cdn.tcgplayer.com/product/652817_in_200x200.jpg
652822,8925797,Riftbound: League of Legends Trading Card Game,Origins,En Garde,,046/298,Common,Near Mint,Normal,0.18,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/652822_in_200x200.jpg
652954,8926802,Riftbound: League of Legends Trading Card Game,Origins,Chaos Rune,,166/298,Common,Near Mint,Normal,0.14,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/652954_in_200x200.jpg
653083,8927752,Riftbound: League of Legends Trading Card Game,Origins,Targon's Peak,,289/298,Uncommon,Near Mint,Normal,0.20,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/653083_in_200x200.jpg
652912,8926487,Riftbound: League of Legends Trading Card Game,Origins,Challenge,,128/298,Common,Near Mint,Normal,0.22,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/652912_in_200x200.jpg
652941,8926732,Riftbound: League of Legends Trading Card Game,Origins,Sabotage,,156/298,Rare,Near Mint,Foil,13.06,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/652941_in_200x200.jpg
652909,8926462,Riftbound: League of Legends Trading Card Game,Origins,Body Rune,,126/298,Common,Near Mint,Normal,0.13,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/652909_in_200x200.jpg
652932,8926687,Riftbound: League of Legends Trading Card Game,Origins,Anivia - Primal,,148/298,Rare,Near Mint,Foil,0.30,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/652932_in_200x200.jpg
652847,8926022,Riftbound: League of Legends Trading Card Game,Origins,Mageseeker Warden,,070/298,Rare,Near Mint,Foil,0.20,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/652847_in_200x200.jpg
652991,8927102,Riftbound: League of Legends Trading Card Game,Origins,Twisted Fate - Gambler,,200/298,Rare,Near Mint,Foil,0.28,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/652991_in_200x200.jpg
652892,8926367,Riftbound: League of Legends Trading Card Game,Origins,Heimerdinger - Inventor,,111/298,Rare,Near Mint,Foil,0.36,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/652892_in_200x200.jpg
652900,8926407,Riftbound: League of Legends Trading Card Game,Origins,Wraith of Echoes,,118/298,Rare,Near Mint,Foil,0.18,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/652900_in_200x200.jpg
652942,8926737,Riftbound: League of Legends Trading Card Game,Origins,Udyr - Wildman,,157/298,Rare,Near Mint,Foil,0.22,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/652942_in_200x200.jpg
652842,8925997,Riftbound: League of Legends Trading Card Game,Origins,Ahri - Alluring,,066/298,Rare,Near Mint,Foil,1.14,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/652842_in_200x200.jpg
652984,8927067,Riftbound: League of Legends Trading Card Game,Origins,Nocturne - Horrifying,,194/298,Rare,Near Mint,Foil,5.89,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/652984_in_200x200.jpg
653034,8927437,Riftbound: League of Legends Trading Card Game,Origins,Machine Evangel,,239/298,Rare,Near Mint,Foil,0.32,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/653034_in_200x200.jpg
652890,8926357,Riftbound: League of Legends Trading Card Game,Origins,Dr. Mundo - Expert,,109/298,Rare,Near Mint,Foil,0.33,,,,,2,,https://tcgplayer-cdn.tcgplayer.com/product/652890_in_200x200.jpg
652985,8927072,Riftbound: League of Legends Trading Card Game,Origins,Rhasa the Sunderer,,195/298,Rare,Near Mint,Foil,2.23,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/652985_in_200x200.jpg
653024,8927387,Riftbound: League of Legends Trading Card Game,Origins,Albus Ferros,,230/298,Rare,Near Mint,Foil,0.10,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/653024_in_200x200.jpg
652798,8925657,Riftbound: League of Legends Trading Card Game,Origins,Darius - Trifarian,,027/298,Rare,Near Mint,Foil,1.61,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/652798_in_200x200.jpg
652935,8926702,Riftbound: League of Legends Trading Card Game,Origins,Lee Sin - Centered,,151/298,Rare,Near Mint,Foil,0.22,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/652935_in_200x200.jpg
653026,8927397,Riftbound: League of Legends Trading Card Game,Origins,Fiora - Victorious,,232/298,Rare,Near Mint,Foil,1.88,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/653026_in_200x200.jpg
652846,8926017,Riftbound: League of Legends Trading Card Game,Origins,Last Stand,,069/298,Rare,Near Mint,Foil,0.20,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/652846_in_200x200.jpg
652945,8926752,Riftbound: League of Legends Trading Card Game,Origins,Warwick - Hunter,,159/298,Rare,Near Mint,Foil,0.40,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/652945_in_200x200.jpg
652896,8926387,Riftbound: League of Legends Trading Card Game,Origins,Progress Day,,114/298,Rare,Near Mint,Foil,1.04,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/652896_in_200x200.jpg
652851,8926042,Riftbound: League of Legends Trading Card Game,Origins,Taric - Protector,,074/298,Rare,Near Mint,Foil,0.26,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/652851_in_200x200.jpg
652853,8926052,Riftbound: League of Legends Trading Card Game,Origins,Yasuo - Remorseful,,076/298,Rare,Near Mint,Foil,0.31,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/652853_in_200x200.jpg
652856,8926067,Riftbound: League of Legends Trading Card Game,Origins,Lee Sin - Ascetic,,078/298,Epic,Near Mint,Foil,0.77,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/652856_in_200x200.jpg
652815,8925742,Riftbound: League of Legends Trading Card Game,Origins,Volibear - Furious,,041/298,Epic,Near Mint,Foil,1.08,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/652815_in_200x200.jpg
678224,9139827,Riftbound: League of Legends Trading Card Game,Spiritforged,Fury Rune (R01a),,R01a,Showcase,Near Mint,Foil,3.79,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/678224_in_200x200.jpg
652994,8927117,Riftbound: League of Legends Trading Card Game,Origins,Jinx - Rebel (Alternate Art),,202a/298,Showcase,Near Mint,Foil,3.46,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/652994_in_200x200.jpg
652951,8926782,Riftbound: League of Legends Trading Card Game,Origins,Sett - Brawler,,164/298,Epic,Near Mint,Foil,11.97,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/652951_in_200x200.jpg
652917,8926537,Riftbound: League of Legends Trading Card Game,Origins,Flurry of Blades,,133/298,Common,Near Mint,Normal,0.12,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/652917_in_200x200.jpg
652774,8925432,Riftbound: League of Legends Trading Card Game,Origins,Cleave,,004/298,Common,Near Mint,Normal,0.16,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/652774_in_200x200.jpg
652970,8926957,Riftbound: League of Legends Trading Card Game,Origins,Pack of Wonders,,181/298,Uncommon,Near Mint,Normal,0.56,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/652970_in_200x200.jpg
652874,8926207,Riftbound: League of Legends Trading Card Game,Origins,Smoke Screen,,093/298,Common,Near Mint,Normal,0.17,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/652874_in_200x200.jpg
653002,8927172,Riftbound: League of Legends Trading Card Game,Origins,Cull the Weak,,209/298,Common,Near Mint,Normal,0.30,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/653002_in_200x200.jpg
652795,8925637,Riftbound: League of Legends Trading Card Game,Origins,Void Seeker,,024/298,Uncommon,Near Mint,Normal,0.22,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/652795_in_200x200.jpg
652877,8926237,Riftbound: League of Legends Trading Card Game,Origins,Watchful Sentry,,096/298,Common,Near Mint,Normal,0.16,,,,,2,,https://tcgplayer-cdn.tcgplayer.com/product/652877_in_200x200.jpg
652876,8926227,Riftbound: League of Legends Trading Card Game,Origins,Stupefy,,095/298,Common,Near Mint,Normal,0.19,,,,,2,,https://tcgplayer-cdn.tcgplayer.com/product/652876_in_200x200.jpg
652780,8925487,Riftbound: League of Legends Trading Card Game,Origins,Hextech Ray,,009/298,Common,Near Mint,Normal,0.19,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/652780_in_200x200.jpg
652922,8926587,Riftbound: League of Legends Trading Card Game,Origins,Catalyst of Aeons,,138/298,Uncommon,Near Mint,Normal,0.46,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/652922_in_200x200.jpg
652920,8926567,Riftbound: League of Legends Trading Card Game,Origins,Pit Rookie,,136/298,Common,Near Mint,Normal,0.12,,,,,2,,https://tcgplayer-cdn.tcgplayer.com/product/652920_in_200x200.jpg
653000,8927152,Riftbound: League of Legends Trading Card Game,Origins,Call to Glory,,207/298,Common,Near Mint,Normal,0.19,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/653000_in_200x200.jpg
652961,8926867,Riftbound: League of Legends Trading Card Game,Origins,Rebuke,,172/298,Common,Near Mint,Normal,0.24,,,,,2,,https://tcgplayer-cdn.tcgplayer.com/product/652961_in_200x200.jpg
652783,8925517,Riftbound: League of Legends Trading Card Game,Origins,Noxus Hopeful,,012/298,Common,Near Mint,Normal,0.32,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/652783_in_200x200.jpg
653010,8927247,Riftbound: League of Legends Trading Card Game,Origins,Soaring Scout,,216/298,Common,Near Mint,Normal,0.16,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/653010_in_200x200.jpg
652828,8925857,Riftbound: League of Legends Trading Card Game,Origins,Stalwart Poro,,052/298,Common,Near Mint,Normal,0.15,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/652828_in_200x200.jpg
653006,8927212,Riftbound: League of Legends Trading Card Game,Origins,Hidden Blade,,213/298,Common,Near Mint,Normal,0.70,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/653006_in_200x200.jpg
652965,8926907,Riftbound: League of Legends Trading Card Game,Origins,Sneaky Deckhand,,176/298,Common,Near Mint,Normal,0.21,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/652965_in_200x200.jpg
652918,8926547,Riftbound: League of Legends Trading Card Game,Origins,Mobilize,,134/298,Common,Near Mint,Normal,0.13,,,,,2,,https://tcgplayer-cdn.tcgplayer.com/product/652918_in_200x200.jpg
653074,8927662,Riftbound: League of Legends Trading Card Game,Origins,Grove of the God-Willow,,280/298,Uncommon,Near Mint,Normal,0.25,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/653074_in_200x200.jpg
653076,8927682,Riftbound: League of Legends Trading Card Game,Origins,Monastery of Hirana,,282/298,Uncommon,Near Mint,Normal,0.21,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/653076_in_200x200.jpg
653082,8927742,Riftbound: League of Legends Trading Card Game,Origins,Startipped Peak,,288/298,Uncommon,Near Mint,Normal,0.24,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/653082_in_200x200.jpg
653084,8927762,Riftbound: League of Legends Trading Card Game,Origins,The Arena's Greatest,,290/298,Uncommon,Near Mint,Normal,0.60,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/653084_in_200x200.jpg
653061,8927572,Riftbound: League of Legends Trading Card Game,Origins,Teemo - Swift Scout,,263/298,Rare,Near Mint,Foil,0.31,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/653061_in_200x200.jpg
653065,8927592,Riftbound: League of Legends Trading Card Game,Origins,Miss Fortune - Bounty Hunter,,267/298,Rare,Near Mint,Foil,0.27,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/653065_in_200x200.jpg
652777,8925462,Riftbound: League of Legends Trading Card Game,Origins,Fury Rune,,007/298,Common,Near Mint,Normal,0.16,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/652777_in_200x200.jpg
653007,8927222,Riftbound: League of Legends Trading Card Game,Origins,Order Rune,,214/298,Common,Near Mint,Normal,0.13,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/653007_in_200x200.jpg
652869,8926162,Riftbound: League of Legends Trading Card Game,Origins,Mind Rune,,089/298,Common,Near Mint,Normal,0.13,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/652869_in_200x200.jpg
653072,8927642,Riftbound: League of Legends Trading Card Game,Origins,Bandle Tree,,278/298,Uncommon,Near Mint,Normal,0.17,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/653072_in_200x200.jpg
653085,8927772,Riftbound: League of Legends Trading Card Game,Origins,The Candlelit Sanctum,,291/298,Uncommon,Near Mint,Normal,0.23,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/653085_in_200x200.jpg
653079,8927712,Riftbound: League of Legends Trading Card Game,Origins,Reaver's Row,,285/298,Uncommon,Near Mint,Normal,0.14,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/653079_in_200x200.jpg
653073,8927652,Riftbound: League of Legends Trading Card Game,Origins,Fortified Position,,279/298,Uncommon,Near Mint,Normal,0.16,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/653073_in_200x200.jpg
653092,8927842,Riftbound: League of Legends Trading Card Game,Origins,Zaun Warrens,,298/298,Uncommon,Near Mint,Normal,0.22,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/653092_in_200x200.jpg
653071,8927632,Riftbound: League of Legends Trading Card Game,Origins,Back-Alley Bar,,277/298,Uncommon,Near Mint,Normal,0.11,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/653071_in_200x200.jpg
653080,8927722,Riftbound: League of Legends Trading Card Game,Origins,Reckoner's Arena,,286/298,Uncommon,Near Mint,Normal,0.13,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/653080_in_200x200.jpg
660170,8971935,Riftbound: League of Legends Trading Card Game,Origins,Recruit (272) // Buff,,272/298,Common,Near Mint,Normal,0.12,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/660170_in_200x200.jpg
662994,9013662,Riftbound: League of Legends Trading Card Game,Origins,Sprite (274) // Buff,,274/298,Common,Near Mint,Normal,0.14,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/662994_in_200x200.jpg
660171,8971940,Riftbound: League of Legends Trading Card Game,Origins,Recruit (273) // Buff,,273/298,Common,Near Mint,Normal,0.18,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/660171_in_200x200.jpg
660169,8971930,Riftbound: League of Legends Trading Card Game,Origins,Recruit (271) // Buff,,271/298,Common,Near Mint,Normal,0.15,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/660169_in_200x200.jpg
652823,8925807,Riftbound: League of Legends Trading Card Game,Origins,Find Your Center,,047/298,Common,Near Mint,Normal,0.15,,,,,2,,https://tcgplayer-cdn.tcgplayer.com/product/652823_in_200x200.jpg
652789,8925577,Riftbound: League of Legends Trading Card Game,Origins,Noxus Saboteur,,018/298,Uncommon,Near Mint,Normal,0.09,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/652789_in_200x200.jpg
652794,8925627,Riftbound: League of Legends Trading Card Game,Origins,Unlicensed Armory,,023/298,Uncommon,Near Mint,Normal,0.13,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/652794_in_200x200.jpg
653016,8927307,Riftbound: League of Legends Trading Card Game,Origins,Noxian Drummer,,222/298,Uncommon,Near Mint,Normal,0.11,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/653016_in_200x200.jpg
652963,8926887,Riftbound: League of Legends Trading Card Game,Origins,Sai Scout,,174/298,Common,Near Mint,Normal,0.06,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/652963_in_200x200.jpg
653004,8927192,Riftbound: League of Legends Trading Card Game,Origins,Faithful Manufactor,,211/298,Common,Near Mint,Normal,0.17,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/653004_in_200x200.jpg
652999,8927142,Riftbound: League of Legends Trading Card Game,Origins,Back to Back,,206/298,Common,Near Mint,Normal,0.08,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/652999_in_200x200.jpg
652785,8925537,Riftbound: League of Legends Trading Card Game,Origins,Sky Splitter,,014/298,Common,Near Mint,Normal,0.13,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/652785_in_200x200.jpg
653015,8927297,Riftbound: League of Legends Trading Card Game,Origins,Imperial Decree,,221/298,Uncommon,Near Mint,Normal,0.65,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/653015_in_200x200.jpg
653011,8927257,Riftbound: League of Legends Trading Card Game,Origins,Trifarian Gloryseeker,,217/298,Common,Near Mint,Normal,0.14,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/653011_in_200x200.jpg
652967,8926927,Riftbound: League of Legends Trading Card Game,Origins,Undercover Agent,,178/298,Common,Near Mint,Normal,0.04,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/652967_in_200x200.jpg
652871,8926177,Riftbound: League of Legends Trading Card Game,Origins,Orb of Regret,,090/298,Common,Near Mint,Normal,0.11,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/652871_in_200x200.jpg
652953,8926792,Riftbound: League of Legends Trading Card Game,Origins,Cemetery Attendant,,165/298,Common,Near Mint,Normal,0.09,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/652953_in_200x200.jpg
652772,8925412,Riftbound: League of Legends Trading Card Game,Origins,Brazen Buccaneer,,002/298,Common,Near Mint,Normal,0.06,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/652772_in_200x200.jpg
652930,8926667,Riftbound: League of Legends Trading Card Game,Origins,Wallop,,146/298,Uncommon,Near Mint,Normal,0.17,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/652930_in_200x200.jpg
652879,8926257,Riftbound: League of Legends Trading Card Game,Origins,Energy Conduit,,098/298,Uncommon,Near Mint,Normal,0.16,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/652879_in_200x200.jpg
652966,8926917,Riftbound: League of Legends Trading Card Game,Origins,Stealthy Pursuer,,177/298,Common,Near Mint,Normal,0.07,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/652966_in_200x200.jpg
653009,8927237,Riftbound: League of Legends Trading Card Game,Origins,Petty Officer,,215/298,Common,Near Mint,Normal,0.04,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/653009_in_200x200.jpg
652781,8925497,Riftbound: League of Legends Trading Card Game,Origins,Legion Rearguard,,010/298,Common,Near Mint,Normal,0.11,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/652781_in_200x200.jpg
652784,8925527,Riftbound: League of Legends Trading Card Game,Origins,Pouty Poro,,013/298,Common,Near Mint,Normal,0.11,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/652784_in_200x200.jpg
652827,8925847,Riftbound: League of Legends Trading Card Game,Origins,Solari Shieldbearer,,051/298,Common,Near Mint,Normal,0.11,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/652827_in_200x200.jpg
652868,8926152,Riftbound: League of Legends Trading Card Game,Origins,Mega-Mech,,088/298,Common,Near Mint,Normal,0.06,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/652868_in_200x200.jpg
652911,8926477,Riftbound: League of Legends Trading Card Game,Origins,Cannon Barrage,,127/298,Common,Near Mint,Normal,0.13,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/652911_in_200x200.jpg
